id,location,text,target
1369273,"東京都:Mitaka City,Tokyo,Japan",③は、【NY市で再度「COVID-19」感染者急増傾向／正統派ユダヤ教徒コミュニティの特に超正統派の馬鹿連中が感染予防対策配慮等せずに祝祭儀式や集会等をやって集団感染多発とかアホか展開】現地情勢報告https://t.co/Q3THBG3ivcってことでNY市の地元局WNYCの記者の人に、この件の現状について色々と話,1
1369274,,RT @lmnysf: @WhiteHouse @realDonaldTrump Trump donors among early recipients of coronavirus loans https://t.co/KADtlWbIcN,1
1369275,"California, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369276,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369277,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369278,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369279,,"Young people as diligent about Covid measures as older people, survey finds https://t.co/4vYgghCFFY",0
1369280,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369281,"Barnsley, England",RT @IanByrneMP: Covid-hit Merseyside economy 'may collapse without funding' https://t.co/4BR7kEbWJe,0
1369282,"Fort Worth, TX",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369283,"Boston Spa, England","RT @AdamJWest: Young people as diligent about Covid measures as older people, survey finds https://t.co/t75T9vrZUm",0
1369284,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369285,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369286,,"https://t.co/SeffBhWaMV

Needs to be mentioned again.",1
1369287,,"Something I tried to get the Univ. to do back in March now Angela Merkel agrees with me   --I suppose that is better than Trump  
https://t.co/yL0RKCLl8F",0
1369288,,"@VinGuptaMD  FYI--re: where Trump got 2 or 2.5 million figure, from below Brit study from past Spring.  Cheers :)
https://t.co/1M6Kn9Fc7q",1
1369289,buenos aires,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369290,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369291,"Louisville, KY","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369292,,"RT @DalrympleWill: Neanderthal genes increase risk of serious Covid-19, study claims

https://t.co/aO4XzMdBZW",0
1369293,"London, England","RT @DalrympleWill: Neanderthal genes increase risk of serious Covid-19, study claims

https://t.co/aO4XzMdBZW",0
1369294,,RT @chrischirp: Great initiative from Germany https://t.co/nN1NvzkpIv,0
1369295,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369296,"pago pago, american samoa",@realDonaldTrump https://t.co/gk9VH1pysJ,1
1369297,lagos,RT @VEEGCulture: A COVID-19 test that gives results in 15 minutes without a lab has been cleared for use in Europe https://t.co/nGZFFf4Zyh,1
1369298,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369299,Www.PersonalData.IO,@gro_tsen https://t.co/HmM2kIP0nf,1
1369300,Indiana,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369301,rt's r not endorsements,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369302,,@paulsperry_ @realDonaldTrump https://t.co/EJwHVF1rRa,1
1369303,"Albuquerque, NM",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369304,,"RT @guardian: Young people as diligent about Covid measures as older peers, survey finds https://t.co/85fqnVmQX8",0
1369305,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369306,New York City,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369307,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369308,United Kingdom 🇬🇧,"Neanderthal genes increase risk of serious coronavirus, study claims

Strand of DNA inherited by modern humans is linked to likelihood of falling severely ill

 https://t.co/HUBu6OE0sQ",0
1369309,"Wales, United Kingdom","Young people as diligent about Covid measures as older people, survey finds https://t.co/NLfLby83Lh",0
1369310,"California, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369311,Edmonton,"RT @profdanhicks: Please tell me what's going on here, if you can face it, Twitter friends and colleagues👇
https://t.co/VnTO695XlR",0
1369312,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369313,"Washington, DC",@zchagla @AstasDelights @Billius27 https://t.co/xgNFRlImFq,1
1369314,Toronto,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1369315,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369316,NOT A BOT,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369317,"Florida, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369318,,Outdoor dining has helped restaurants avoid disaster. But winter is coming. https://t.co/CgdHCNQ56B,1
1369319,"Edinburgh, Scotland",RT @gavmaclean: https://t.co/gV9CPMUuCF,1
1369320,Lovely North Milton Keynes. ,Told you so: https://t.co/aIATmq5WpY,0
1369321,Land of the Free,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369322,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369323,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369324,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369325,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369326,"Washington, D.C","RT @KaylieEHanson: The pandemic could undo years of gains for women in the workforce.

...great 😠

https://t.co/QCbLilYIha via @ForWardist…",1
1369327,,"‘In fact, young people in some countries, such as the UK, made up the age group that was most compliant with new hygiene rules and restrictions.’
Young people as diligent about Covid measures as older people, survey finds https://t.co/5bA9fr2xHy",0
1369328,I will NOT be defeated.,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369329,"Buxton and High Peak, Derbyshire","Fascinating...

Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/lMUhm0kb3l",0
1369330,"Manhattan, NY",7 former FDA commissioners: The Trump administration is undermining the credibility of the FDA https://t.co/kvZuVAahA1,1
1369331,California,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369332,"Los Angeles, CA",RT @lmnysf: @WhiteHouse @realDonaldTrump Trump donors among early recipients of coronavirus loans https://t.co/KADtlWbIcN,1
1369333,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369334,Heaven on Earth in Jesus name ,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369335,"Bluffton, SC",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369336,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369337,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369338,US,"RT @DalrympleWill: Neanderthal genes increase risk of serious Covid-19, study claims

https://t.co/aO4XzMdBZW",0
1369339,France,"Cet article sur la propagation est vraiment à lire.
https://t.co/z4bqdUpb1x",1
1369340,STL and CoMo,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369341,,"Chinese manufacturing activity continues to expand, recovering from Covid crisis
https://t.co/4lseFgyX8X",0
1369342,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369343,"North West, England",Hundreds of thousands who lost jobs in pandemic denied universal credit ⁦@s9tmt⁩  https://t.co/znBE9VAWTF,0
1369344,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369345,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369346,Sooner nation,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369347,"Florida, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369348,Hertford,"Some proper Tories now up in arms because the policies and ideology  theyve long supported now applies to them

https://t.co/nIsWv6OSY3",0
1369349,,RT @VEEGCulture: A COVID-19 test that gives results in 15 minutes without a lab has been cleared for use in Europe https://t.co/nGZFFf4Zyh,1
1369350,"Ohio, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369351,"Kansas, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369352,"Takoma Park, MD","@JT4America @Zigmanfreud At least 200,000 more people have died than usual since March, according to a NY Times analysis of estimates from CDC. This is about 60,000 higher than the number of deaths that have been directly linked to the coronavirus. https://t.co/lEHCsmq1wO https://t.co/AwPRXkLfuf",1
1369353,USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369354,,RT @chrischirp: Great initiative from Germany https://t.co/nN1NvzkpIv,0
1369355,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369356,,"2| “Wisconsin is listed in the document as the state with the third-highest rate of new cases in the country, with 243 new cases per 100,000 people over the previous week, about 2.6 times greater than the national average.”

https://t.co/C1cqYxb6oZ",1
1369357,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369358,"Los Angeles, CA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369359,Chicago,"""Self-described ‘cautious’ Cook County pol tests positive for COVID-19: ‘I’m not a person who would touch doorknobs.'"" @rrhinton reports. https://t.co/r6QfCyJIh2",1
1369360,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369361,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369362,,"Rather strange, given that to date about 78% of deaths in the Covid19 pandemic are neither European nor East Asian nor Native American (populations where the Neanderthal-Denisova genome is most present).
https://t.co/KGCoeO7iY8",0
1369363,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369364,"DC, NY, TX, and everywhere in between",RT @brady_dennis: The covid-19 recession is the most unequal in modern U.S. history: https://t.co/SKiYyLGIht,1
1369365,,"Coronavirus death toll hits 1 million - Washington Post

https://t.co/PQTQSwFWFT",1
1369366,U.S.A.,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369367,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369368,Northeast USA,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369369,United States,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369370,,"@carterforva I like you, but this is just incorrect. Hillary was not responsible for the Cholera outbreak. It was UN troops that caused the outbreak of Cholera in Haiti by literally shitting in their water supply. There was many articles written about this. Here's one: https://t.co/yF5Cjt3s13",1
1369371,"Ohio, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369372,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369373,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369374,"Juneau, Alaska","""Travel may be cleaner than ever, but more than anything, the travel industry still just wants to clean out your bank account."" ~These pandemic upgrades and downgrades might surprise you https://t.co/Z7UQE1bXCz",1
1369375,,@extremecompute @Destrier15 @FrancaRose33 @garner_forest @kittyst0mper @Tampke https://t.co/SjYkyynwvo,1
1369376,,Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/hPVIBLmTJk,0
1369377,"Bedford, NY",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369378,"Florida, USA",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369379,,Biden tells white supremacist groups to 'cease and desist' after Trump's debate 'embarrassment' – live https://t.co/N5qKcT4GAw,0
1369380,USA + España,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369381,Canada,RT @PaulHBeckwith: Germans embrace fresh air to ward off coronavirus https://t.co/6yYMQvyzNv,0
1369382,,RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
1369383,"Ontario, Canada",RT @IngrahamAngle: Thr Washington Post has finally figured out that lockdowns hurt poor people. https://t.co/OrQCUOWkgn,1
